ID,Question,Date,Class
460,What are the advantages and disadvantages of cumulative vs percentage grading?,19/03/2018,CS
461,How Effective Is  Rosetta Code  as a Teaching Technique?,19/03/2018,CS
462,How to help students avoid being distracted by bells and whistles,19/03/2018,CS
463,What should be included in student portfolios for CS?,20/03/2018,CS
464,An exercise in utility,21/03/2018,CS
465,How do you teach Big O to high schoolers with varying degrees of math exposure?,26/03/2018,CS
466,Test takings strategy tragedy,27/03/2018,CS
467,"For a beginner, is it better to start with C or a higher level language?",01/04/2018,CS
468,Resubmitting Projects,06/04/2018,CS
469,How to give assignments that require heavy computational resources?,08/04/2018,CS
470,How can we teach good naming practice for students learning Java?,09/04/2018,CS
471,"What are healthy, productive ways to encourage students to progress to more advanced constructs as opposed to staying with the familiar?",10/04/2018,CS
472,What resources and data sets are available for teaching big data courses?,11/04/2018,CS
473,What are  general purpose programming skills ?,12/04/2018,CS
474,How can I speed up the construction of high quality testing materials?,16/04/2018,CS
475, Computer sciency  and  practical  exercices involving dictionaries,16/04/2018,CS
476,How to collect and grade Xcode work,17/04/2018,CS
477,Lab Requirement in AP CS A,18/04/2018,CS
478,What screencasting tools can be used for online teaching,19/04/2018,CS
479,Resources for the Praxis CS Test,26/04/2018,CS
480,"What are the advantages/disadvantages of teaching how to implement Nodes, Linked Lists, Stacks, and Queues before showing built-in implementations?",26/04/2018,CS
481,Criteria for admission to AP CS courses in high school,27/04/2018,CS
482,Process Scheduling is not  Process  Scheduling - Should I disclose it to students?,28/04/2018,CS
483,"Once implicit/inferred typing is introduced, how can I impress upon students the importance of not abusing it?",30/04/2018,CS
484,Interesting Programming Exercises /analogies to Teach Inheritance?,01/05/2018,CS
485,Should we merge technology departments with the science departments?,02/05/2018,CS
486,Constructing a curriculum from multiple resources for complex subjects,06/05/2018,CS
487,How Can I Explain The Concept Of Zero Knowledge Proofs To Students,07/05/2018,CS
488,Is it better to lie to students or to be pedantic when teaching Intro CS?,07/05/2018,CS
489,Is it ok to use logic programming(like Prolog) as students' first language?,08/05/2018,CS
490,Will you tell students that Algorithms + Data Structures = Programs now(21st century)?,09/05/2018,CS
491,Should I correct mistakes in student presentations?,09/05/2018,CS
492,Use of programming aptitude test in CS program admission,09/05/2018,CS
493,How to teach sums and asymptotics to students who do not know limits,12/05/2018,CS
494,Why isn't Functional Programming Taught First?,12/05/2018,CS
495,"Research into the use of symbol names, in programming, and how it affects learning",14/05/2018,CS
496,Statistics on functional programming in CS1,14/05/2018,CS
497,Can assignments be graded using blockchain?,14/05/2018,CS
498,How to teach a person to enjoy programming?,17/05/2018,CS
499,How can we best inform potential students of the nature of CS?,22/05/2018,CS
500,What physical / unplugged examples can I use for public key/asymmetric encryption?,24/05/2018,CS
501,What are the pedagogical methods for teaching programming?,29/05/2018,CS
502,Difficulty of algorithms homework problems,01/06/2018,CS
503,How can Chatbots be useful in CS education?,04/06/2018,CS
504,Courage to Attack Difficult Questions,11/06/2018,CS
505,How to structure a Predictive Keyboard project similar to GBoard,13/06/2018,CS
506,"Looking for puzzle/game programmes, so students can write solvers",16/06/2018,CS
507,Students frequently distracted by peers and games,26/06/2018,CS
508,How do people prefer to learn web development - videos or text?,04/07/2018,CS
509,Easy to use database for HS students,08/07/2018,CS
510,How important is it that I know all of the words for the technical terms when mentoring in my second language?,31/07/2018,CS
511,Teacher Community - Using CS50 for AP,14/08/2018,CS
512,How is computer science (and education) different today than some decades ago?,20/08/2018,CS
513,What can be the causes of the difference in student performance?,20/08/2018,CS
514,Why are pointers a key topic in a CS curriculum and oft cited as something people don't get?,21/08/2018,CS
515,Short foundational lessons for 7-8 year olds,29/08/2018,CS
516,How Can I Apply Spaced Repetition To Teaching CS?,31/08/2018,CS
517,Why do we count starting from zero?,03/09/2018,CS
518,How to convince students that self learning is an important skill?,14/09/2018,CS
519,Small to medium scale exercises about Haskell's higher abstractions,17/09/2018,CS
520,How to give students practice with streaming computation?,19/09/2018,CS
521,Will I Regret Using Python As A Teaching Language When I Later Need to Teach Static Typing?,21/09/2018,CS
522,What belongs in a low-math undergraduate AI elective besides ML?,25/09/2018,CS
523,Lab ideas for set theory,25/09/2018,CS
524,Methods for engaging students when teaching unpopular or unfashionable topics,26/09/2018,CS
525,"Python function has access to global variables, and doesn't need passed arguments",28/09/2018,CS
526,How to gamify the learning management system,02/10/2018,CS
527,Software to produce an interactive presentation?,03/10/2018,CS
528,Example for Introduction to Generics in Java ,05/10/2018,CS
529,Need a good  streaming  software for coding tutorials/workshops,06/10/2018,CS
530,First project in my second year data structures intro,09/10/2018,CS
531,Mental Model of Type Conformance/Subtype Polymorphism,14/10/2018,CS
532,Project based on game 2048,15/10/2018,CS
533,Explaining why arrays are important for statisticians,18/10/2018,CS
534,Beginner Javascript course - recommended books,23/10/2018,CS
535,Exercise or example to reinforce idea of functions?,26/10/2018,CS
536,Teaching binary to 6-8 year olds,02/11/2018,CS
537,Improve motivation in the final part of a project based course,05/11/2018,CS
538,What is good age to start learning programming?,09/11/2018,CS
539,Best way to install and maintain windows 10 in a computer lab,10/11/2018,CS
540,Should one study programming by doing hard problem?,14/11/2018,CS
541,Java or Kotlin for beginners (procedural programming knowledge is existing)?,15/11/2018,CS
542,"Why some students think that programming is difficult and hard to learn, how I convince my students that programming is not difficult as they think?",26/11/2018,CS
543,Making induction meaningful,26/11/2018,CS
544,Why and how is it efficient to process sorted arrays than unsorted arrays?,03/12/2018,CS
545,"What is the best way to learn an object oriented programming language with framework, data structure and alogrithms?",10/12/2018,CS
546,Should programming assignments be graded based on results from unit tests or based on the similarity to the correct implementation?,11/12/2018,CS
547,JavaScript to teach Theoretical Computer Science,12/12/2018,CS
548,Code highlight for classroom use,22/12/2018,CS
549,How can I set up and deliver a Computer Hardware Course for the first time?,27/12/2018,CS
550,Do you know of a complete textbook for teaching databases?,28/12/2018,CS
551,How to explain ETH to undergraduate students?,30/12/2018,CS
552,How to write a grading rubric for coding assignments?,06/01/2019,CS
553,What is a good teaching example/application for jagged arrays (2d arrays with irregular row lengths)?,10/01/2019,CS
554,Any simple Python GUI projects for beginner/novice programming students?,11/01/2019,CS
555,Quizzes after lectures,25/01/2019,CS
556,Which image rotation libraries use the Paeth algorithm?,25/01/2019,CS
557,Curriculum choice for AP Computer Science A,30/01/2019,CS
558,What's a good unit testing assignment for Android?,09/02/2019,CS
559,C# Array Lesson Plan,13/02/2019,CS
560,Students seem to be unable to use code to express their ideas. Is the teaching methodology improvable?,14/02/2019,CS
561,Angular vs React vs Vue,15/02/2019,CS
562,Using online courses instead of / in addition to traditional lecturing,15/02/2019,CS
563,Automatic grading of test-cases,15/02/2019,CS
564,Online Code Review Scripts Like Udacity,17/02/2019,CS
565,Do some websites block school building/classroom IP networks because they mistake us for possible DDOS?,19/02/2019,CS
566,Is the algorithm-recipe analogy a good or a bad one?,27/02/2019,CS
567,How to teach operating systems development nowadays?,06/03/2019,CS
568,Examples of innocent looking faulty code for shock effect,07/03/2019,CS
569,"Turtle examples for loops and variables, or even something else",12/03/2019,CS
570,How do you teach Theory of Automata / Formal Language Theory / Computation Complexity?,13/03/2019,CS
571,Teaching Revision (Change) Control Systems In High School CS Classes,17/03/2019,CS
572,What are the essential ideas that students need to know about Artificial Intelligence?,21/03/2019,CS
573,"What teaching techniques can be used, in teaching students from a medical background, to improve their programming?",22/03/2019,CS
574,Thoughts on language for Intro to Data Science?,22/03/2019,CS
575,How do I deal with students being unkind to each other when I'm not there?,30/03/2019,CS
576,open source MOOC platforms,05/04/2019,CS
577,how to motivate student that programming will give bright future to them?,05/04/2019,CS
578,Pedagogical issues with Stack Implementation,09/04/2019,CS
579,Suggestions for teaching selection sort with candy,18/04/2019,CS
580,What is a file?,20/04/2019,CS
581,Concrete example for polymorphism use?,20/04/2019,CS
582,How to teach C++ language to beginners of (BSCS) students who have no any idea about it?,22/04/2019,CS
583,How to introduce Kotlin in a Programming Languages course,24/04/2019,CS
584,AP Computer Science Principles and Unity,25/04/2019,CS
585,"Hardware (cameras, headsets) for TEALS supported classrooms",30/04/2019,CS
586,Should an educator define terms rigorously?,02/05/2019,CS
587,How to make students confident enough to stop copying each other's code assignment?,04/05/2019,CS
588,Discrete function is also a math function? Example,04/05/2019,CS
589,Hand-on ideas on tutorial on setting up a cloud-based server,07/05/2019,CS
590,How to introduce problem solving to primary school pupils?,08/05/2019,CS
591,How does IB Computer Science compare with AP Computer Science?,10/05/2019,CS
592,Is it a good idea to teach algorithm courses using pseudocode instead of a real programming language?,16/05/2019,CS
593,How to create webpage slides for teaching?,16/05/2019,CS
594,What are some good problems which can be solved with a queue? Example,21/05/2019,CS
595,Projecting the In- class demo screen,27/05/2019,CS
596,What to do when pupil destroy lab equipment?,28/05/2019,CS
597,Are there any resources out there to continue developing my students' programming skills after Code Combat,30/05/2019,CS
598,How can you efficiently assess students web coding?,30/05/2019,CS
599,Recent Graduate becomes a teacher,31/05/2019,CS
600,Is it easy for professors to get academic versions of software from IBM?,03/06/2019,CS
601,"What do A-level students, that have not done GCSE, struggle with?",09/06/2019,CS
602,End of Year Movies For CS Classes,11/06/2019,CS
603,"Shallow, broad and general introduction to programming",12/06/2019,CS
604,Creating Interactive Gnu/Linux shell programming courses,13/06/2019,CS
605,Assignment repositories,14/06/2019,CS
606,How can we determine which students are a good fit for an educational program?,29/06/2019,CS
607,Array or vector? Two dimensional array or matrix?,04/07/2019,CS
608,What is a good introductory language for high school?,09/07/2019,CS
609,Framework vs Vanilla JS for students,16/07/2019,CS
610,Why teach C using scanf without talking about command line arguments?,18/07/2019,CS
611,A real world example for the divide and conquer method,21/07/2019,CS
612,What is the closest pair problem useful for?,31/07/2019,CS
613,Classification of programming exercises,04/08/2019,CS
614,Any relevant research in Motivation?,10/08/2019,CS
615,Abreviation of practical work assignment?,19/08/2019,CS
616,System to validate run time complexity requirements,21/08/2019,CS
617,Interfaces and Greenfoot,26/08/2019,CS
618,Open Source Training,31/08/2019,CS
619,What's the benefit of prohibiting the use of techniques/language constructs that have not been taught?,13/09/2019,CS
620,Hackerrank challenges for a programming course: hide code and show only what is relevant?,14/09/2019,CS
621,what would be a best approach to teach programming to non CS major?,16/09/2019,CS
622,Programming exercise Tagging,17/09/2019,CS
623,methods early in Java - before objects,18/09/2019,CS
624,Teaching data structures with C++: should I go with smart instead of raw pointers?,19/09/2019,CS
625,Software tool as in Bret Victor's demo,22/09/2019,CS
626,Any auto grading site that supports all-testcases-in-one-file (and/or in github)?,23/09/2019,CS
627,Teaching past the  symbology  of a language,25/09/2019,CS
628,Fun way to teach algorithms,28/09/2019,CS
629,"A category to classify expressions, statements and blocks",07/10/2019,CS
630,What are some non-CS concepts that can be defined using BNF notation?,08/10/2019,CS
631,How do you distinguish jargon from normal language in explaining a concept?,24/10/2019,CS
632,Students' confusion over C structure members and structure variables,24/10/2019,CS
633,Analogy to teach beginners the concept of interrupt,29/10/2019,CS
634,Undergraduate Computer Science Projects real life,31/10/2019,CS
635,Platform for annotating students' code assignments,31/10/2019,CS
636,How might I structure an assignment with two  levels ?,01/11/2019,CS
637,Setting up a cloud-server SSH login procedure for a class? (AWS),04/11/2019,CS
638,How do you wow second-year students into saying  bare-metal programming is cool! ?,06/11/2019,CS
639,"How to construct non computer-based, Paper Parsons Problem unplugged",06/11/2019,CS
640,Research On Teaching A Second Programming Language/Paradigm,06/11/2019,CS
641,Languages class in high school,10/11/2019,CS
642,"JavaFX and console-based interfaces, at the CS1 level",10/11/2019,CS
643,Materials on database indexing with examples,12/11/2019,CS
644,Does it make sense to write tutorial when content of the tutorial can be already learned from internet without that tutorial?,15/11/2019,CS
645,How to teach linear programming and reductions?,06/12/2019,CS
646,Would you mentor other people for free/voluntary donations?,07/12/2019,CS
647,"Order of learning formal languages, automata, compilers and parsing",09/12/2019,CS
648,How do you teach when your students have wildly different backgrounds?,13/12/2019,CS
649,What is the best way to teach JavaScript functions to middle schoolers?,19/12/2019,CS
650,Is it worth to learn to make a MD5-hash cracker?,21/12/2019,CS
651,How can we measure proficiency in programming languages?,02/01/2020,CS
652,What are some real life applications of the knapsack problems class?,04/01/2020,CS
653,An Intro to CS course in C++ for CS majors: laying a solid low-level foundation or simple tools and algorithmic thinking?,08/01/2020,CS
654,How can I teach the students a package/module in a computer lab?,14/01/2020,CS
655,What would be your ideal first lecture in a databases course?,14/01/2020,CS
656,What is the CS Analog To Learning One's Multiplication Tables?,15/01/2020,CS
657,Putting feedback comments on source code when grading,16/01/2020,CS
658,Computer Science in the Waldorf curriculum,19/01/2020,CS
659,How to prevent organization/OS students from becoming premature optimizers?,19/01/2020,CS
660,Which are common misconceptions about code execution? How to efficiently debug my student?,24/01/2020,CS
661,An example that compares a computational with a non-computational thinking approach,26/01/2020,CS
662,Robotics Recommendations,09/02/2020,CS
663,Suggested fliers for high school career fair?,10/02/2020,CS
664,Is there a free platform to host coding challenges within a class?,19/02/2020,CS
665,Physical Activity for Objects,21/02/2020,CS
666,Debugging a submission that works well on student's computer but not on my computer,23/02/2020,CS
667,What do programming novices need to know when using MatLab?,25/02/2020,CS
668,Explaining Event-Driven Programming in the context of the Structured Programming Theorem,01/03/2020,CS
669,How can I design online tests and prevent cheating? Pandemic,10/03/2020,CS
670,What evaluation methods can be used that don't involve testing but are adaptable to online courses pandemic,10/03/2020,CS
671,Tools for running classes remotely,10/03/2020,CS
672,Which topics should one cover in teaching a course titled  Artificial Intelligence and Machine Learning ?,17/03/2020,CS
673,Distributed Pair Programming in distance education pandemic,18/03/2020,CS
674,"Training students to give better feedback, when remote teaching due to pandemic",24/03/2020,CS
675,HS Lessons On Modeling Virus Spread,27/03/2020,CS
676,How to limit access to tests on Blackboard?,27/03/2020,CS
677,Counter-Example for Computability,30/03/2020,CS
678,Advising college students about whether to take classes pass/fail due to pandemic,31/03/2020,CS
679,Online classes: Any good ways to avoid having too many interruptions but at the same time not leaving anyone behind due to the pandemic?,07/04/2020,CS
680,Seeking advice on mentoring without participating in exam cheating in the new chaotic environment of the pandemic,09/04/2020,CS
681,What  process instruction  should instructors give students when assigning a team project?,19/04/2020,CS
682,"Looking for a simple, offline, portable, lightweight IDE for C++ with a compiler and debugger",20/04/2020,CS
683,Is it OK to use  informal  systems such as TeamSpeak or Discord to support classes due to pandemic?,22/04/2020,CS
684,"A beginner example of xor, that is functional (does not switch to procedural)",23/04/2020,CS
685,(FOSS) Application to show/explain compilation?,23/04/2020,CS
686,What language best prepares a high school student for a STEM undergraduate major?,04/05/2020,CS
687,How do I teach problem solving and logical thinking to students of age group 12-18yrs through online session,13/05/2020,CS
688,Computer Science Theory with Haskell?,13/05/2020,CS
689,Is it necessary or advisable to teach text-based input and output in a non-CS intro programming course?,13/05/2020,CS
690,How to design a cloze test for a programming language?,15/05/2020,CS
691,Coding assignments for algorithms and data structures?,27/05/2020,CS
692,Any website or textbook with problems/solutions for Computer Science Theory?,30/05/2020,CS
693,Is there a word for mathematics/physics/data-analytics/....?,03/06/2020,CS
694,In what branch of science does technology belong?,04/06/2020,CS
695,Are there any recommended tools for teaching syntax and grammar of programming languages?,08/06/2020,CS
696,How to embed TIC-80 into Computer science 101 course,26/06/2020,CS
697,Problem book for Haskell course,15/07/2020,CS
698,Teaching an absolute beginners class Operating Systems with Rust,16/07/2020,CS
699,What to teach in an Advanced Computer Networking course?,22/07/2020,CS
700,Creating a pre-recorded lecture,27/07/2020,CS
701,Is there a Java library for testing command line applications?,31/07/2020,CS
702,Any good resource for introducing kids to programming using Python's Turtle Graphics?,31/07/2020,CS
703,Dataset colection of weighted graphs,05/08/2020,CS
704,Jackson based IDE for programming,09/08/2020,CS
705,Concept of variable,10/08/2020,CS
706,Is CS50 AP available for new teachers for 2020-2021?,12/08/2020,CS
707,Items on grading rubric for a coding assignment,17/08/2020,CS
708,Grading source code in an online environment,17/08/2020,CS
709,Creating a rubric for computer arithmetic,19/08/2020,CS
710,Where can I find high-quality editable slides for teaching git?,20/08/2020,CS
711,Teaching in class and online cohorts CS pandemic,22/08/2020,CS
712,KANBAN materials,28/08/2020,CS
713,"When mentoring individuals, teach clean coding and simple/effective thinking or let them do it their way?",31/08/2020,CS
714,Looking for a text book on object-oriented concepts and programming,01/09/2020,CS
715,"Are there problem sets for trace table problems? If not, what are some good topics to cover?",04/09/2020,CS
716,Ways to imagine a computer program for a student without photographic visualisation,05/09/2020,CS
717,relationship between ACM curriculum guidelines from 2013 and computing curricula 2020,07/09/2020,CS
718,Looking for good Master Theorem real world examples,10/09/2020,CS
719,How to share solutions in a way they won't get uploaded,10/09/2020,CS
720,What would be a good project for teaching big program concepts?,14/09/2020,CS
721,"Student not understanding explanation the 1st, 2nd... and 8th time",17/09/2020,CS
722,How useful is English (pseudocode and documentation) in aiding understanding?,17/09/2020,CS
723,Any materials on fractional/quotient languages?,18/09/2020,CS
724,What's a good example of a static factory method returning instances of subclasses?,24/09/2020,CS
725,First Time Learning Non-Linear Data Structures,25/09/2020,CS
726,Looking for a blog article on the UI/UX design of an interactive coding interface like Khan Academy's,10/10/2020,CS
727,Feedback request: an assignment on programming a research paper,12/10/2020,CS
728,REPL environment for teacher assignments,19/10/2020,CS
729,CS educators collaboration communities?,27/10/2020,CS
730,Alternative to Piazza for online Q&A,03/11/2020,CS
731,Why is computer science hard?,16/11/2020,CS
732,"Teaching (2,3) and AVL Trees: information in internal nodes or in external nodes?",27/11/2020,CS
733,Logo course scaffolding,01/12/2020,CS
734,Concern over plagiarism in designing online course,10/12/2020,CS
735,Are there any conventions for writing logic statements for combinations of logic gate functions?,12/12/2020,CS
736,What do you mean its plagiarism? Its from the docs! ,12/12/2020,CS
737,What is a real-world (production-code) example of a function having default arguments?,18/12/2020,CS
738,Cormen's  Algorithms  pre-requisites,18/12/2020,CS
739,"What are good, practical labs and activities for loops?",21/12/2020,CS
740,Subtopics to cover within Karnaugh Maps,04/01/2021,CS
741,Ways to do live polling (aka ConcepTests) during class,05/01/2021,CS
742,Algorithm Design challenges,05/01/2021,CS
743,Realistic task for teaching bit operations,10/01/2021,CS
744,How to advise change in a curriculum as a new teacher during the pandemic,16/01/2021,CS
745,Common questions students may ask when they learn OOP?,19/01/2021,CS
746,History of educational programming languages,19/01/2021,CS
747,Using autograding (Github Classroom) - pitfalls and best practices?,24/01/2021,CS
748,Teach smart pointers to beginners with no knowlege of OOP or templates analogy,24/01/2021,CS
749,Number of preps for networking and programming courses,02/02/2021,CS
750,What are some fun projects for non-CS majors?,03/02/2021,CS
751,Order of parameter / variables on stack in C,04/02/2021,CS
752,Curriculum for a primary school learner,08/02/2021,CS
753,Trying out the concepts of machine learning during teaching from home pandemic,11/02/2021,CS
754,introduction materials to the actor model?,11/02/2021,CS
755,How should Parsons Problems be graded?,17/02/2021,CS
756,is there any good specific pedagogy research to teach spreadsheets?,21/02/2021,CS
757,games for teaching html,27/02/2021,CS
758,How to use CSS diner to teach beginners in CSS,27/02/2021,CS
759,Have databases disappeared at GCSE?,10/03/2021,CS
760,Simple use case for self-modifying programs analogy,14/03/2021,CS
761,Reduce snap!'s features,17/03/2021,CS
762,How necessary is UML for a course in object programming patterns?,20/03/2021,CS
763,Services-centered design,11/04/2021,CS
764,How can I credit to sources I'll use for my paid or free video tutorials on YouTube or Udemy?,12/04/2021,CS
765,Do you know online courses with Haskell for Theory of Computation?,14/04/2021,CS
766,How many of  The Seven Laws of Teaching  are still relevant for teaching computer science today?,17/04/2021,CS
767,First programming Language : C or Python?,22/04/2021,CS
768,Why might be the benefits of teaching data structure course in Python?,26/04/2021,CS
769,Open Source Mentoring Programmes for Formal Education,27/04/2021,CS
770,Decorators in Python,28/04/2021,CS
771,COBOL programmers,29/04/2021,CS
772,MERN - Which textbook to use?,01/05/2021,CS
773,Growth of Early CS Students,02/05/2021,CS
774,"Resources for flowchart programming for young, new programmers?",07/05/2021,CS
775,Divide and conquer for subset sum problem,20/05/2021,CS
776,Greedy Algorithm Approach real world,21/05/2021,CS
777,Free online AI/ML demos for grade 8-10 students,30/05/2021,CS
778,Is Cyber-Security E-safety or not,02/06/2021,CS
779,Real world examples for the difference between null and zero?,17/06/2021,CS
780,Adding MS excel in curriculum for highschool students,17/06/2021,CS
781,Is there a free to use validated Computer Science concept inventory?,18/06/2021,CS
782,Good resources to teach Natural Language Processing,21/06/2021,CS
783,Reduce Grading & Improve Assignments,29/06/2021,CS
784,Which websites provide real-time updated Jupyter notebooks for Python teaching?,07/07/2021,CS
785,Example of amortized analysis of algorithms rather than data structures,11/07/2021,CS
786,Recommended CS books for high school,12/07/2021,CS
787,What is a good textbook for teaching Web Programming?,29/07/2021,CS
788,Do any Computer Engineering programs have a required digital logic course that comes before the first course in programming,16/08/2021,CS
789,Perspective on assignments,17/08/2021,CS
790,Teaching algorithmic thinking without a programming language,25/08/2021,CS
791,Finding  Filler  projects for students,25/08/2021,CS
792,Computer Graphics Textbook Recommendations,03/09/2021,CS
793,What are the real-life use cases for for fractional/quotient regular languages?,29/09/2021,CS
794,"Resource recommendation for teaching the command line, file system for high school student",09/10/2021,CS
795,Sources on the Topic Source Code Security/Authenticity,13/10/2021,CS
796,Object Oriented Software Engineering Project,20/10/2021,CS
797,Help identifying a '90s CYOA-style book with BASIC code listings,02/11/2021,CS
798,What are some good conditional branching excercise scenarios?,20/11/2021,CS
799,How to decide which methods are responsibility of which classes,24/11/2021,CS
800,Regarding state diagrams - (different levels),24/11/2021,CS
801,Graph / Tree Visualization Software,05/12/2021,CS
802,How to teach programming to underprivilege kids who are not having access to laptop?,09/12/2021,CS
803,Object patterns student presentation format,13/12/2021,CS
804,For and while loops examples for 12-13 years old class,16/12/2021,CS
805,Teaching with changing dependencies,18/12/2021,CS
806,How to respond to the two-handed approach to swapping,04/01/2022,CS
807,Advise needed: GameDev Course Outline,08/01/2022,CS
808,Driven to Abstraction,10/01/2022,CS
809,Any technology for full body video with slides in Zoom pandemic,11/01/2022,CS
810,Grading programming exercises: the quality vs. originality paradox,11/01/2022,CS
811,Do you include coding assignments in an intro to complexity and computation course?,15/01/2022,CS
812,Practical assignments Hardware/Server projects,30/01/2022,CS
813,What sort of programming assignments do you give in an FP course?,01/02/2022,CS
814,What to tell students that plagiarised their programming assignment?,02/02/2022,CS
815,Data science tutoring without just doing my student's homework,02/02/2022,CS
816,Problems with students stuck in web-browser and what to do about it,16/02/2022,CS
817,ML Andrew Ng course as practical university course,27/02/2022,CS
818,Why are block graphics being taught? (either  instead of ncurses  or  at all ),09/03/2022,CS
819,"APCSA 2015 Q3, grading criteria",25/03/2022,CS
820,What things aren't obvious about reading documentation? How can I explain to others how to do it?,01/04/2022,CS
821,What effect will AI tools like Codex and CoPilot have on teaching programming (and admissions),07/04/2022,CS
822,Multithreading in Programming modules,16/04/2022,CS
823,How to teach algorithms in an interactive way,18/04/2022,CS
824,"In programming courses, should homework grading be the job of the TA or the professor?",27/04/2022,CS
825,Python Code Sharing Forum,02/05/2022,CS
826,Redesigning a C++ Course,11/05/2022,CS
827,"If a program does not compile, should it get a mark of zero?",12/05/2022,CS
828,Is the choice of the first programming language relevant?,14/05/2022,CS
829,Accounting and potential methods in amortized analysis,30/05/2022,CS
830,"What is the technology (or combination of technologies) one would use to create slides, animations and live coding for lectures?",07/06/2022,CS
831,What are some suitable persistence services for storing programming tasks?,19/06/2022,CS
832,Can we do anything to help CS students from 3rd world under developed countries?,23/06/2022,CS
833,How to approach students who submit their work which consists of frowned upon tools?,04/07/2022,CS
834,How can I incentivize students to test their applications with end users?,26/07/2022,CS
835,"To introduce quantum computing, what metaphors/actual examples of 2-state systems work for teaching, and what misconceptions might they introduce?",02/08/2022,CS
836,First Time teaching 6th & 7th grade computer science,21/08/2022,CS
837,"Searching for algorithms using array, stack, queue, List or no data structure solving interesting problems",04/09/2022,CS
838,Teaching ideas for string algorithm?,08/09/2022,CS
839,Android Course: XML or Compose?,12/09/2022,CS
840,Are there any tools for embedding editable code samples in Canvas?,20/09/2022,CS
841,Private tutoring middle school and high school students: most common requests,22/09/2022,CS
842,Feedback: Mobile Development Course Outline,27/09/2022,CS
843,Are there some strategies to automatically generate assessment questions and answers?,14/10/2022,CS
844,Seek for textbook suggestions of introductory software engineering,29/10/2022,CS
845,"The algebraic aspect of computation, or how to make them understand the usefulness and the meaning of variables",12/11/2022,CS
846,Software for runnable algorithmic organigrams,25/11/2022,CS
847,Unplugged Project Idea,02/12/2022,CS
848,Book / Course Teaching Basic Logic Circuits Via Minecraft Redstone To A Young Target Demographic,20/12/2022,CS
849,Sourcing PC parts for a hands-on workshop,21/12/2022,CS
850,Why visual program design?,26/12/2022,CS
851,Why do we want small-o and small-omega?,01/02/2023,CS
852,How does the ability to solve a new problem come to a person?,08/02/2023,CS
853,What are ahaslides.com alternatives for interactive polls during a lecture?,10/02/2023,CS
854,Is there an online drag-and-drop interactive sort simulator?,13/02/2023,CS
855,How to design an assignment on applications of Formal Verification?,07/03/2023,CS
856,What is a motivating example for a cyclic linked list?,22/03/2023,CS
857,What is an example of class inheritance in every-day life which is easy to write in an object-oriented language?,27/03/2023,CS
858,Computer literacy textbook for first years students in higher education,30/03/2023,CS
859,How can we tailor a large language model for educational purposes by incorporating instructional and pedagogical-specific skills and knowledge?,30/03/2023,CS
860,How can I teach socket programming?,06/04/2023,CS
861,Theory of Computing project topics,19/04/2023,CS
862,Resource for short jQuery additions to websites,25/04/2023,CS
863,Parent class variable pointing to Child class,02/05/2023,CS
864,Suspicious activity in GitHub Classroom,08/05/2023,CS
865,Is GitHub Copilot constantly training on private data?,13/05/2023,CS
866,How can I unit test a class in a .cs file that is uploaded or otherwise provided to me?,16/05/2023,CS
867,When people program with GUIs in a Go-To type fashion?,18/05/2023,CS
868,Any experience/resources on teaching computer science theory with a practical approach?,23/05/2023,CS
869,Teaching state transition diagrams to visually impaired (blind) students,25/05/2023,CS
870,What are some teaching examples for a lesson on off-by-one errors which do not involve a for-loop or array indexing in real world?,26/05/2023,CS
871,Big Data Analytics for Policy Making with No Math inside,26/05/2023,CS
872,What is a real-world example of a for-loop?,28/05/2023,CS
873,What is a real world musical application of linked lists?,28/05/2023,CS
874,Non-native English speakers struggle to come up with decent variable names and function names,29/05/2023,CS
875,What Informal Description Might Help Beginning Students Understand Python's `str.strip()` method?,06/06/2023,CS
876,"How would you define the word  render  in the vocabulary list, or define  render  for a text/exam, for a course on computer science?",06/06/2023,CS
877,Use codewars in class,10/06/2023,CS
878,Good example for a live optimisation exercise,29/06/2023,CS
879,Designing of code kata focused on _deleting_ code as a primary goal,11/07/2023,CS
880,A video lecture series which explains the modern linux memory management subsystem in detail with code walk through,24/07/2023,CS
881,How to teach hardware-software integration to new developers?,08/08/2023,CS
882,Style guide for short comments?,04/10/2023,CS
883,Could anyone test and criticize my automaton simulator?,21/10/2023,CS
884,Simulator or game to teach operating system principles,29/10/2023,CS
885,How to teach Godel's incompleteness Theorems?,02/11/2023,CS
886,Where can I find some artistically drawn tables demonstrating how a string of text can be stored in ASCII encoding?,04/11/2023,CS
887,"The answers to  Why Are There So Many Programming Languages?  for high school students, not too pedantic",05/11/2023,CS
888,Should a student be allowed to try to answer a question only a few times?,06/11/2023,CS
889,Is there an array-like data type in Java that can cope with generic types better than the built-in array?,19/11/2023,CS
890,"When teaching Java, should I teach try-catch from the outset?",19/11/2023,CS
891,Coding exercises that test memory safety,27/11/2023,CS
892,Teaching a coding language in an interactive way for a school club,06/12/2023,CS
893,"How do I get students to look at course materials, rather than google?",18/12/2023,CS
894,How do I use a playground to clone and modify demos from a github repo?,26/12/2023,CS
895,How to teach algorithm performances can be measured as?,15/01/2024,CS
896,Seeking Effective Examples to Teach OOP Concepts Beyond Common Analogies,16/01/2024,CS
897,teaching javascript functions,27/01/2024,CS
898,Reference Request: Study on the connection between Abstraction/Theory abilities and Software Engineering Skills,29/01/2024,CS
