ID,Question,Date,Class
1033,Tutoring Mathematics at University,02/08/2017,maths
1034,Is there a base-independent term for numbers written out with decimal/binary points?,02/08/2017,maths
1035,"Shanghai math -- what is it, and how good is it?",07/08/2017,maths
1036,Teaching Completing the Square,08/08/2017,maths
1037,How to effectively use colors on a whiteboard?,08/08/2017,maths
1038,How to use these actions words for subtraction?,09/08/2017,maths
1039,What is  subtract 4 from 3 times X  and why?,09/08/2017,maths
1040,What's the word for addition and subtraction without borrowing or carrying over?,11/08/2017,maths
1041,"Functions, Domains, and Ranges in Precalculus",13/08/2017,maths
1042,Definition of root of equation/expression,14/08/2017,maths
1043,Simple real world examples that violate group axioms,14/08/2017,maths
1044,Dealing with Resisting Students,16/08/2017,maths
1045,Electronic devices to replace pencil and paper,16/08/2017,maths
1046,Are Proficiency Strands Hierarchical?,21/08/2017,maths
1047,"As it is appears here, how many constants do you see in",23/08/2017,maths
1048,What did math educators think about the transition to widespread classroom use of calculators?,23/08/2017,maths
1049,Resources for high school teachers about APOS theory,23/08/2017,maths
1050,How to teach a weak student?,28/08/2017,maths
1051,Is there a resource that formally develops the topics of elementary algebra?,29/08/2017,maths
1052,Why are m and b used in the slope-intercept equation of a line?,29/08/2017,maths
1053,"Interesting math lesson on integers, Euclid's Elements, polyhedra, prime numbers, non-Euclidean geometry, arithmetic functions or graphs",30/08/2017,maths
1054,Content for a two-quarter class on abstract algebra,30/08/2017,maths
1055,Can we explain to undergraduates how points make a line?,05/09/2017,maths
1056,Terminology: degree of coefficient?,06/09/2017,maths
1057,Recommendation for an introductory operations research book,07/09/2017,maths
1058,How to become a good teacher in the classroom when first starting to teach?,10/09/2017,maths
1059,Why do we teach even and odd functions?,11/09/2017,maths
1060,Introduction of the power set as a collection of *labels* or *names* for subsets,12/09/2017,maths
1061,Assigning TA hours: Professional software implementing Student-project allocation with preferences algorithms,14/09/2017,maths
1062,Determining the first digit of the Quotient using hand long division efficiently?,16/09/2017,maths
1063,How to explain how to get an end point of a segment from the other end point and it's midpoint?,18/09/2017,maths
1064,Application of perpendicular lines real world,19/09/2017,maths
1065,Explaining genus to students,27/09/2017,maths
1066,Can't use samsung tablet in class?,27/09/2017,maths
1067,Software and techniques for creating short maths animation videos for kids,29/09/2017,maths
1068,Continuous evaluation/Participation points,01/10/2017,maths
1069,How can we focus students on the various data types in multivariable calculus?,01/10/2017,maths
1070,What does the research say about direct instruction vs. student centered approaches,02/10/2017,maths
1071,Course of action with 13 year old with weak sense of number and operations,02/10/2017,maths
1072,Why bother calculating the inverse of 3 by 3 matrix?,03/10/2017,maths
1073,How do you explain straightness to a 5-year-old?,03/10/2017,maths
1074,The sequence of chapters,04/10/2017,maths
1075,A question about Vector Analysis problems,04/10/2017,maths
1076,Should we finish algebra before starting geometry?,05/10/2017,maths
1077,Text book on real analysis for undergrad in statistics,06/10/2017,maths
1078,When analytic form of derivatives is preferred over numerical form?,07/10/2017,maths
1079,Advice for Community College Interview Statistics Demonstration,08/10/2017,maths
1080,Using number theory instead geometry to introduce proof in Basic School?,09/10/2017,maths
1081,How cheating on homework affects student questions,11/10/2017,maths
1082,"How About MCQs, True/False, and Fill-In-The-Blank Questions in Undergrad-Level Topology, Analysis, And Abstract Algebra Exams?",11/10/2017,maths
1083,Monodromy examples for undergraduates,11/10/2017,maths
1084,Examples of basic non-commutative rings,14/10/2017,maths
1085,Is there any difference between saying that say,14/10/2017,maths
1086,Reference or term for connected sage-on-the-stage?,16/10/2017,maths
1087,"Alternative ways of thinking about the one-variable Riemann integral for elementary calculus,",18/10/2017,maths
1088,How to teach multiplication between integers for the first time,21/10/2017,maths
1089,Are there any good exercises on point-slope form of a linear equation by itself?,22/10/2017,maths
1090,How can I get a better result making math videos with a tablet?,22/10/2017,maths
1091,Unique steps leading to a non-unique answer,22/10/2017,maths
1092,Book request: teaching proving and reasoning at an American university,22/10/2017,maths
1093,Difficulty with word problem interpretation,25/10/2017,maths
1094,How to design multiple choice questions,27/10/2017,maths
1095,"When discussing inverse functions, how can our notation and methods reinforce student understanding?",28/10/2017,maths
1096,Tutoring Discrete Mathematics,29/10/2017,maths
1097,How do you explain the whole integer and fractions subject to a kid in 6th grade?,30/10/2017,maths
1098,How to teach abstract algebra for the first time?,02/11/2017,maths
1099,How to explain Chinese remainder theorem?,03/11/2017,maths
1100,Dissemination of mistakes in international texts such as the IGCSE,03/11/2017,maths
1101,Writing Fractions  Correctly ,03/11/2017,maths
1102,Ideas for a 2 weeks project focused in polynomial functions,03/11/2017,maths
1103, Seeing  GCD and LCM in Word Problems,04/11/2017,maths
1104,Stating identity is not the same as knowing value,05/11/2017,maths
1105,Searching activities with  Find the error  strategy for learning maths,06/11/2017,maths
1106,Why isn't the term *inequation* widely used in English?,06/11/2017,maths
1107,Should basic exercises be solved before formulas are introduced?,06/11/2017,maths
1108,Applications of notable points and lines of a triangle,08/11/2017,maths
1109,Motivation for Fibonacci: Bees,08/11/2017,maths
1110,L'Hopital's Rule: Why do we need it?,08/11/2017,maths
1111,Why teach reference angles?,09/11/2017,maths
1112,How to teach sum of fractions to students?,13/11/2017,maths
1113,Cognitive traps in very early set theory,13/11/2017,maths
1114,Problem based learning (PBL) for pupils with educational difficulties,15/11/2017,maths
1115,Material on tutoring university level math classes,16/11/2017,maths
1116, Personalized System of Instruction  (PSI) vs.  Individually Prescribed Instruction  (IPI),20/11/2017,maths
1117,What is known about discrimination and difficulty in test questions?,21/11/2017,maths
1118,Tasks that encourage argumentation,24/11/2017,maths
1119,Odd or Even-Numbered Answers in Textbooks,26/11/2017,maths
1120,Simple initial value problems - pros and cons of different methods,27/11/2017,maths
1121,Is the Nomenclature of Triangle Congruency Proofs Consistent?,30/11/2017,maths
1122,Deriving Jerk Equations without using Calculus,01/12/2017,maths
1123,Teaching the proper syntax of  such that ,03/12/2017,maths
1124,Are students being adversely affected by cranks or trolls in online math forums?,04/12/2017,maths
1125,Why do we teach estimation in Statistics and Mathematics?,04/12/2017,maths
1126,Should I tell my students that math is hard for me?,05/12/2017,maths
1127,what are some surprising result of math for a kid?,06/12/2017,maths
1128,Phone app or webpage to link HS students to free math tutor?,07/12/2017,maths
1129,Is Lax's Linear Algebra and its Applications comprehensive or idiosyncratic?,08/12/2017,maths
1130,What to teach in a class of 45 minutes about the mean value theorem,09/12/2017,maths
1131,Might it be helpful for students to have different symbols for subtraction (-) and negation ( _ )?,11/12/2017,maths
1132,App to show exercises solved by students in real time,11/12/2017,maths
1133,Resource to supplement to Euclid's Elements,13/12/2017,maths
1134,Real-world Markov chains,13/12/2017,maths
1135,Cognitive demands of a mathematical task,20/12/2017,maths
1136,Teaching undergraduates who expect a high-school-like learning environment,22/12/2017,maths
1137,How to teach students the value of concrete counterexamples?,24/12/2017,maths
1138,books to teach K-12 math/science via real-world approach?,25/12/2017,maths
1139,How to teach a student algebra who misses too much previous knowledge?,26/12/2017,maths
1140,What can I teach a talented student who is enthusiastic about math?,27/12/2017,maths
1141,Grading a limit problem,27/12/2017,maths
1142,Making solutions to all problems freely available,30/12/2017,maths
1143,What are the minimum criteria when checking homework for completion only?,02/01/2018,maths
1144,real world Situation involving the application of addition or subtraction of algebraic fraction,07/01/2018,maths
1145,How should a student's inefficient calculation be pointed out?,08/01/2018,maths
1146,teach that not defined properly,13/01/2018,maths
1147,Can some lovers of math truly never create something previously unseen?,14/01/2018,maths
1148,How to convince the following probability problem to highschool student?,15/01/2018,maths
1149,How to teach real analysis?,16/01/2018,maths
1150,Framework for Compound Inequalities,23/01/2018,maths
1151,Math topics that reward going beyond cookbook methods,23/01/2018,maths
1152,How to write proofs on the board in the classroom,24/01/2018,maths
1153,High School Math Course focused on Sports,24/01/2018,maths
1154,Tips for choosing coordinates of three points such that the coordinates of the orthocenter are integers,24/01/2018,maths
